Cust_ID,RM,ACCT_BAL,ACCT_BAL_FY_START
1186,7,2736716,1774970
1187,18,3251862,4153727
1188,22,3073493,1143430
1189,17,3561822,4802301
1190,14,233741,1674344
1191,29,2285173,4165487
1192,11,2666999,522989
1193,43,4138910,919460
1194,12,436786,3163505
1195,1,1147798,846154
1196,24,156027,3658244
1197,35,2945374,498037
1198,14,2289677,4459946
1199,43,2851992,466135
1200,39,1681868,690499
1201,16,620970,270742
1202,46,2112375,4333263
1203,18,2376073,2631176
1204,29,791910,3741126
1205,20,2633315,3001841
1206,18,1539473,607683
1207,45,1516710,2695115
1208,45,737724,2956857
1209,21,2811461,1701069
1210,41,2633508,2261343
1211,29,3045868,4600910
1212,30,2036073,5430641
1213,18,3202594,4152827
1214,49,1729429,1732064
1215,7,4230211,61446
1216,35,1121715,1083563
1217,46,1547925,4594505
1218,32,1178676,5367526
1219,36,1707331,5296650
1220,1,965856,55408
1221,43,710671,3507301
1222,39,2347884,4029315
1223,38,2539064,5031194
1224,27,2667237,1590267
1225,18,1394606,2011627
1226,40,2387053,1504650
1227,48,3758751,2567026
1228,45,1900567,3412716
1229,30,3067602,3424564
1230,37,112516,4891310
1231,6,1804085,5257517
1232,15,3046511,1790266
1233,18,3080664,3461128
1234,47,4315580,842872
1235,9,1611625,3673614
1236,24,4167744,507223
1237,29,2698332,1363646
1238,42,3942743,3996124
1239,19,2971426,5379585
1240,14,2376777,137454
1241,29,83429,5079716
1242,4,1410706,265460
1243,2,4256185,861480
1244,23,1714625,4654146
1245,17,3870095,1995603
1246,42,1992442,3903957
1247,36,2474069,211062
1248,36,329968,319602
1249,37,641474,3636794
1250,18,386238,4215174
1251,7,948800,3903861
1252,12,1583617,1698142
1253,2,1262238,3573746
1254,6,2420113,772416
1255,36,3932505,4476001
1256,13,876552,2772665
1257,28,669112,3051117
1258,6,4250799,3645643
1259,1,1941174,1735057
1260,31,167456,2904306
1261,14,2408629,1473747
1262,16,510931,3927000
1263,47,205169,2410490
1264,47,234604,4762643
1265,47,2433099,308022
1266,3,1305472,3996624
1267,7,3676532,4517006
1268,3,2936926,5252688
1269,17,3741793,4580473
1270,49,2085772,2854475
1271,22,859611,3391416
1272,14,2719668,622773
1273,19,2441310,1005492
1274,33,3061940,1570850
1275,33,2809588,3293129
1276,14,1649016,4570266
1277,10,2795784,5188214
1278,7,134034,3069745
1279,39,2119742,125310
1280,24,273486,2550901
1281,24,1527390,5133622
1282,41,3001051,363046
1283,45,1187461,242581
1284,33,1757156,4626004
1285,17,2826934,1817526
1286,49,178419,1359726
1287,43,647559,5288914
1288,10,721583,3790996
1289,22,4194245,2276995
1290,14,2927726,3997932
1291,12,3509532,1350006
1292,44,1432314,5021208
1293,36,4255285,338574
1294,14,3091317,1336320
1295,36,2353838,2358016
1296,37,1398377,2238916
1297,37,3357260,403972
1298,28,4173988,3923041
1299,13,4211882,3915190
1300,19,3322167,1691589
1301,10,3142789,5371098
1302,28,1521335,1571717
1303,43,3965487,3136350
1304,13,4084966,5008111
1305,2,3047490,940888
1306,43,2478531,4278129
1307,15,182635,4052420
1308,47,411003,2235187
1309,17,35402,5057602
1310,39,3106262,4740726
1311,43,2889497,3538529
1312,44,2326742,5001720
1313,48,91736,3958238
1314,49,2287908,3843634
1315,14,1717147,851258
1316,50,3794989,3368384
1317,32,3417592,3349305
1318,37,2270080,4158217
1319,19,2761076,4367429
1320,46,4293673,1981554
1321,45,2369323,4363176
1322,7,1341062,346210
1323,39,3071477,3765036
1324,24,1466419,2784262
1325,34,268347,1777145
1326,23,1553409,4140107
1327,49,3351380,1413714
1328,27,3458180,2855697
1329,29,820165,4179248
1330,35,2610973,4126977
1331,38,1928301,4858468
1332,23,797197,1603156
1333,24,4268341,4144370
1334,31,3140781,2068067
1335,49,3686447,2875453
1336,12,3090954,1749703
1337,1,2059788,4990153
1338,28,2438040,303799
1339,29,196952,4182538
1340,26,2080749,2467437
1341,19,3458087,1478664
1342,42,1081937,3323379
1343,38,3936656,2984416
1344,2,2067315,1143077
1345,33,3514500,4284717
1346,30,4099797,1828956
1347,14,2882031,2471951
1348,31,1067872,2931934
1349,27,3156838,2795164
1350,43,2280524,2368504
1351,39,381470,685996
1352,49,2779490,4651120
1353,4,2373140,4945677
1354,3,2800978,1894282
1355,22,1560528,2907217
1356,41,3788072,3472900
1357,21,2710194,780229
1358,48,2380008,278588
1359,10,3321807,2870101
1360,34,2239,3271230
1361,14,4246112,369725
1362,38,2956186,1933638
1363,44,1801155,1133831
1364,3,4351134,2905675
1365,7,1412533,4824912
1366,14,2414499,1413718
1367,23,589557,4562022
1368,7,116685,4974578
1369,1,4014566,57271
1370,34,1727967,656757
1371,26,3134886,2248274
1372,47,1721516,2159515
1373,37,3376318,2205911
1374,17,495625,1348619
1375,45,3974119,4281910
1376,39,2950456,1343670
1377,36,1431189,4656695
1378,35,2631703,5387360
1379,31,2691023,2869528
1380,3,1818939,4636345
1381,29,2021099,2306118
1382,10,4018974,376796
1383,49,2466967,5129440
1384,7,2558015,5108466
1385,41,1910653,3968144
1386,21,3144922,2122800
1387,2,4230918,3338211
1388,46,1247541,212669
1389,19,1196078,3613334
1390,44,22045,4083541
1391,33,3424414,4954676
1392,9,1225217,2252432
1393,44,3337073,2411984
1394,48,3870636,1708727
1395,25,367604,2691375
1396,45,2603236,4631144
1397,38,2896991,4085801
1398,49,1136605,4800623
1399,32,3976672,651680
1400,28,1751783,4928144
1401,43,1220899,4499951
1402,28,1313836,2647748
1403,1,3562153,5231826
1404,31,2238327,1935314
1405,40,4250859,3126845
1406,16,651234,629279
1407,48,678017,212337
1408,41,2929781,3505245
1409,11,571261,1521073
1410,5,2026470,4575547
1411,27,2335760,2664054
1412,45,981568,912283
1413,50,2238172,1067220
1414,4,713696,1357892
1415,46,433427,1820959
1416,36,2292666,1942656
1417,41,1615985,5005827
1418,49,1822914,3825564
1419,41,4299275,3919389
1420,29,1770198,1652263
1421,10,2184850,2879704
1422,49,3394927,2348389
1423,50,3021530,362296
1424,8,4020398,5163872
1425,33,1365794,300835
1426,20,328354,3886702
1427,3,2761923,1800259
1428,30,609902,4651394
1429,26,4321560,29425
1430,49,2620697,11425
1431,35,3650376,1430388
1432,8,2713480,1645697
1433,23,4116696,793714
1434,24,95553,4871889
1435,50,365191,490474
1436,50,1063030,1237235
1437,9,3693712,2597072
1438,16,2829654,146586
1439,31,1517087,3672821
1440,42,209138,4935480
1441,17,2170759,4300860
1442,19,2497674,4283934
1443,8,3834567,2653614
1444,24,1672168,101244
1445,36,1742323,5305228
1446,38,1900501,2396777
1447,13,4127221,2395657
1448,4,946148,1042429
1449,12,521821,2249307
1450,7,596058,2447015
1451,5,2574712,181092
1452,48,3421497,4429901
1453,34,2600317,1483049
1454,35,3193117,417936
1455,12,3666365,765835
1456,47,4116445,2737076
1457,36,3065248,1556351
1458,48,2986875,4995628
1459,10,1128782,2337603
1460,21,3034079,666936
1461,19,1775075,4576738
1462,42,3468318,3679325
1463,13,2855025,4974197
1464,3,3080552,2999828
1465,12,2488879,2763533
1466,20,2626723,458996
1467,32,3967260,2219006
1468,18,1288549,2184101
1469,11,1026490,3276501
1470,48,2632232,2188071
1471,45,3147082,782856
1472,30,784794,2846445
1473,41,636615,1376728
1474,11,4043838,4727931
1475,25,1058852,2938786
1476,1,4289069,4106052
1477,29,1018407,2594584
1478,37,3141031,2505662
1479,48,62165,2843145
1480,31,2886064,795301
1481,24,261382,1206644
1482,26,4186736,4198293
1483,32,12947,3091066
1484,48,370256,740212
1485,30,1577093,2394615
1486,8,1635642,2471607
1487,12,1835715,1985650
1488,34,222713,3638186
1489,34,2105767,4572801
1490,5,2854971,2332449
1491,38,765004,1794447
1492,48,4320681,3866228
1493,26,2134810,383089
1494,4,1544229,3408063
1495,43,190394,4259010
1496,3,1457255,4618406
1497,3,534794,2609140
1498,7,4078226,793450
1499,15,2597933,1739917
1500,11,1629420,1570828
1501,42,945532,4744449
1502,37,1850870,1787094
1503,8,141054,2111418
1504,7,1504091,4497950
1505,40,3648055,522157
1506,17,2798592,1018695
1507,2,3704258,2570045
1508,50,2876791,272353
1509,12,4221930,3428733
1510,29,2263002,570548
1511,21,3792102,1869040
1512,7,1727185,2055990
1513,12,3117782,1477954
1514,3,2016124,2579309
1515,38,742737,5255833
1516,49,1692971,2413495
1517,13,3168200,1120848
1518,4,1802647,1617928
1519,21,313174,4367011
1520,11,1465856,1456144
1521,44,2025923,4389076
1522,45,108058,491963
1523,47,2295801,2360805
1524,3,2472293,4244877
1525,47,3117777,2892722
1526,10,1909287,7230
1527,1,3790091,3472857
1528,22,406189,2992388
1529,30,3168416,1356603
1530,5,1636772,1403988
1531,32,358630,4616028
1532,38,2114539,853266
1533,8,1322099,2106089
1534,31,1435751,348414
1535,48,1777547,4349676
1536,48,2898790,3226766
1537,42,3802777,2948322
1538,35,1928757,2257038
1539,16,3860459,3212257
1540,8,3445979,999648
1541,2,2144447,2607645
1542,15,1134818,879364
1543,24,3169045,4522937
1544,41,2217672,987937
1545,9,1980252,13896
1546,32,2944431,3020717
1547,21,2892116,2407121
1548,39,2989846,3143074
1549,15,3171643,5144440
1550,5,4032090,511864
1551,25,3466341,3724932
1552,41,1790897,899103
1553,14,182831,2131357
1554,5,2799237,4439181
1555,20,1785591,2349998
1556,12,3768578,143789
1557,24,2678371,4319253
1558,23,3654436,1601974
1559,13,1370277,3542522
1560,14,3751249,4728082
1561,24,703891,3776748
1562,30,903928,2845601
1563,19,3286978,2255244
1564,40,863245,2489796
1565,11,3928305,2305205
1566,49,2368583,68534
1567,37,895636,110781
1568,48,2358035,422436
1569,15,2854916,436100
1570,27,3265750,4821028
1571,8,3170306,2586681
1572,24,3678667,3581272
1573,48,601576,2616105
1574,5,2410393,2792505
1575,41,3191873,2179509
1576,19,3443012,2573542
1577,27,2368236,2009836
1578,12,2465910,2377070
1579,26,931537,4346047
1580,13,913406,2199013
1581,36,1902187,305074
1582,2,3169798,631127
1583,27,4161807,1496276
1584,7,4021158,4941826
1585,25,2454744,2015198
1586,7,906121,3525241
1587,49,2019183,3518799
1588,16,1071909,1074904
1589,21,3148090,1006341
1590,31,2830218,4794550
1591,37,3578908,20342
1592,23,289983,4318314
1593,27,3476516,1980083
1594,32,6044,662970
1595,2,4342892,982811
1596,20,3687754,4614242
1597,41,2696882,2622879
1598,28,1819021,764771
1599,47,749421,4638635
1600,33,17514,3633996
1601,3,447968,4391880
1602,33,4092135,3421791
1603,7,1825321,4276301
1604,42,3524478,1942468
1605,34,3475579,1149288
1606,12,868176,2731855
1607,5,31481,1167992
1608,36,2873068,5278906
1609,27,961948,4214879
1610,15,1158766,1531318
1611,13,3278542,2581733
1612,28,771250,4327260
1613,29,2777723,2488172
1614,35,2873362,3721977
1615,42,1491760,4690026
1616,34,1539125,3330637
1617,37,1041202,4693178
1618,18,3012609,98591
1619,25,2254307,1641415
1620,21,2049249,3373732
1621,39,3541503,2521910
1622,7,2640475,3873800
1623,33,2899476,441693
1624,23,2396621,2224526
1625,33,4111693,3002987
1626,35,160266,1946816
1627,26,2563406,4033374
1628,37,2881924,4072734
1629,21,3902447,2141353
1630,15,3998648,616890
1631,19,3029380,2039120
1632,45,855024,3336019
1633,29,2324830,3613858
1634,10,2986309,3635621
1635,30,2231347,5302599
1636,33,33424,5283709
1637,30,2950203,328333
1638,7,3095924,2440202
1639,21,2430036,945097
1640,3,853685,1961430
1641,28,2954166,5138830
1642,38,3051936,3672021
1643,12,4187296,3303926
1644,15,3412034,1225874
1645,35,2945727,4787641
1646,8,2416037,3817310
1647,49,1153288,936588
1648,46,3386281,1817199
1649,16,4002048,4282227
1650,49,2467340,2714854
1651,4,473904,773364
1652,41,121242,3286462
1653,5,1562970,3127216
1654,18,4062202,3979578
1655,1,2757662,744302
1656,3,1990037,1389246
1657,21,4003021,2088086
1658,5,2844446,5299760
1659,23,2303804,4174467
1660,39,51053,3133620
1661,41,812,2118550
1662,29,2604133,2230342
1663,9,320667,60227
1664,41,3827820,4987319
1665,14,4178181,361615
1666,50,2252733,360819
1667,50,1300310,1707461
1668,17,1855507,3867328
1669,37,1265102,928803
1670,21,3168592,3793141
1671,19,2286151,5338766
1672,18,2811403,2287247
1673,45,389072,4322060
1674,47,735518,427864
1675,4,3872385,5006292
1676,39,1589629,3551375
1677,8,1498924,4479305
1678,43,4264261,3167260
1679,43,2479041,1790845
1680,17,105413,2386463
1681,21,2496037,2573021
1682,40,2220774,2937026
1683,45,1092336,1856271
1684,10,2362381,60795
1685,2,3561769,4221417
1686,9,3306247,4700244
1687,37,1937993,4147246
1688,39,4349844,863695
1689,11,3181036,361564
1690,5,2438664,2526243
1691,42,364917,2176900
1692,33,1571672,3162917
1693,27,4180187,5055297
1694,6,3718998,1957989
1695,37,482878,450180
1696,4,4154224,4285100
1697,47,1695259,4004589
1698,28,349164,475181
1699,14,707165,171344
1700,29,3498585,640254
1701,36,2356493,4404757
1702,27,295213,3413693
1703,27,1688819,4340286
1704,18,3718987,2786117
1705,6,2214283,4694627
1706,3,4239167,4100413
1707,45,2996671,4329447
1708,38,120394,1553652
1709,48,3792456,4454510
1710,24,521793,1293038
1711,1,1070548,4092473
1712,29,2037628,2816611
1713,4,2486649,5083898
1714,30,3131100,2838489
1715,10,2303217,1184524
1716,23,1180761,2815212
1717,21,3496430,4631054
1718,45,3691609,1611626
1719,26,4339342,3274063
1720,7,2811349,3780106
1721,5,2773510,1837339
1722,10,949619,891203
1723,40,1605832,3128934
1724,29,864043,4882790
1725,16,3499014,287985
1726,47,3676260,2171328
1727,28,1960332,3642235
1728,37,1033796,1284322
1729,7,874253,1111540
1730,9,1290089,1959106
1731,38,4298216,3200247
1732,13,890017,2792598
1733,23,1295307,5053791
1734,37,1826785,3321541
1735,10,1333347,2307508
1736,8,2758574,4698694
1737,47,86272,3814266
1738,20,2434359,1676044
1739,4,566619,1673983
1740,30,2023978,2352668
1741,26,3710861,4879139
1742,19,1553542,371630
1743,35,2589395,3799070
1744,22,1400894,1810556
1745,39,4124055,3900817
1746,16,3790293,468565
1747,11,3386126,2230351
1748,6,218257,779458
1749,42,1875808,267974
1750,32,1884850,2240503
1751,15,1438158,3385402
1752,41,2979211,4001968
1753,38,1734703,1422881
1754,45,766841,530665
1755,16,1107030,760268
1756,8,284690,4112453
1757,38,264286,580962
1758,29,1240028,265561
1759,41,2737331,5233070
1760,43,80530,3351477
1761,23,2619157,3943757
1762,36,4251113,5016514
1763,43,2629219,4903931
1764,29,2988091,992020
1765,21,1180985,2689821
1766,20,1303397,1063620
1767,45,1703621,1787409
1768,19,1483347,2549138
1769,46,4156432,3354189
1770,27,1978411,1682092
1771,37,4340346,197827
1772,27,130181,709611
1773,2,3367027,760153
1774,7,1198622,4632818
1775,6,1833194,2227931
1776,37,1563233,2380330
1777,47,1495469,2906732
1778,31,2720885,2227546
1779,24,3334871,1075506
1780,40,2785108,3140345
1781,34,3108141,1298516
1782,34,842484,1819561
1783,33,755660,4045928
1784,32,498330,1602655
1785,11,2900458,2708465
1786,30,4142381,4626317
1787,36,3019414,5385276
1788,15,3350290,1235225
1789,44,1740469,5061478
1790,38,749063,4990138
1791,27,412663,1694059
1792,28,3181019,3052104
1793,45,1486648,1645147
1794,4,494817,65586
1795,1,3285403,1982204
1796,27,2014100,252245
1797,6,2274516,5073803
1798,25,217697,139804
1799,25,4189101,3119573
1800,30,3339150,4073207
1801,36,3139198,5228845
1802,5,979433,4713104
1803,11,826018,4099477
1804,33,222125,3742544
1805,13,2103107,370768
1806,20,3207341,2970583
1807,20,3708330,2818244
1808,30,1653167,628197
1809,17,129051,5362244
1810,46,2511282,5059149
1811,46,97297,1235193
1812,50,2167281,957104
1813,25,2336776,32213
1814,29,879826,1405966
1815,35,2307597,1555300
1816,44,736574,562322
1817,7,1821187,1771810
1818,45,3613055,252178
1819,7,1734188,3330256
1820,47,1358701,2846347
1821,3,1193125,3428842
1822,5,1632599,2211386
1823,37,4223502,3303143
1824,34,3832139,3877946
1825,22,3557902,3780219
1826,34,4218631,5016326
1827,20,2785316,3623519
1828,45,2613830,4034341
1829,14,3352824,4459076
1830,11,3893443,1278003
1831,35,918111,5243486
1832,31,2207853,1184259
1833,41,2136034,440960
1834,29,3455120,2526392
1835,18,3135973,1049144
1836,41,192349,2516691
1837,5,3816675,534118
1838,20,1476885,1041237
1839,33,2166974,2755556
1840,6,2479607,3272309
1841,12,967363,5431828
1842,28,631053,56393
1843,39,133670,4709404
1844,21,3936089,1998717
1845,45,2220815,938046
1846,14,3490691,3631797
1847,29,3131287,1843216
1848,26,2742549,776497
1849,7,2150017,1225385
1850,25,4034881,4301813
1851,19,3787687,1757737
1852,42,1399011,3121485
1853,50,2809121,3936766
1854,24,2761602,148728
1855,47,156578,2281494
1856,7,4347397,3082005
1857,14,1677715,1672208
1858,16,212617,1185674
1859,35,3515625,5091853
1860,36,249342,1578226
1861,21,2566083,2403439
1862,46,499753,768025
1863,49,858730,4761622
1864,18,2881646,2946084
1865,7,386177,349635
1866,20,3012683,3017975
1867,29,4107818,3592111
1868,16,1414113,2715400
1869,43,2367479,3494312
1870,11,2479247,5202070
1871,6,2804749,2785970
1872,14,2616484,407988
1873,28,1924607,493319
1874,24,2423479,1763923
1875,28,1732306,801600
1876,44,1771864,5086274
1877,9,608687,3191197
1878,26,945281,863735
1879,10,273506,1076266
1880,15,2847015,2426095
1881,39,1754526,2071154
1882,16,4310483,4486428
1883,2,2542389,2195534
1884,50,1778051,2425726
1885,37,2959094,3339922
1886,16,4004722,3307601
1887,6,2361332,418307
1888,34,1392766,2370995
1889,36,2042095,925336
1890,26,2900995,3531689
1891,6,4208494,3418259
