Cust_ID,Location_Type,Investment_risk_tol,Avg_mon_expense,Investment_needs,BAnking_Needs,Pref_channel,Lifestyle,Net_Worth,Persona,Biz_Type,Biz_Size,Biz_Age,Turnover,Credit_Score
191,Suburban,Medium,142375.248333333,Stable returns,Recurring Deposits,Internet Banking,Luxury,120968928,NRIs (Non-Resident Indians),Education,4.0,15.0,23741755.0,384
192,Tier 2 city,Medium,180558.119166667,Wealth accumulation,Personal Loans,ATM,Minimalist,64284787,Rural Customers,Construction,20.0,18.0,4564360.0,473
193,Metro,High,211929.68,Retirement planning,Education Loans,Branch,Budget,140840076,Rural Customers,Healthcare,21.0,5.0,150539085.0,420
194,Tier 2 city,Low,38812.3191666667,Tax savings,Education Loans,Relationship Manager,Middle-class,154209670,Small Business Owners,Sports and Fitness,25.0,10.0,19101801.0,878
195,Urban,Low,34176.3125,Stable returns,Recurring Deposits,Mobile Banking,Luxury,496724137,Housewives,Retail,,,,788
196,Hill station,High,189500.066666667,Short-term gains,Education Loans,Phone Banking,Frugal,283474041,Self-Employed Professionals,Manufacturing,13.0,14.0,45033727.0,769
197,Tier 1 city,Low,11404.645,Long-term growth,Car Loans,Mobile Banking,Luxury,9316896,Housewives,E-commerce,,,,461
198,Hill station,Medium,25477.8666666667,Wealth accumulation,Recurring Deposits,Internet Banking,Minimalist,367167295,NRIs (Non-Resident Indians),,10.0,18.0,10670797.0,816
199,Rural,High,117571.461666667,Long-term growth,Home Loans,Mobile Banking,Semi-Luxury,476609779,Rural Customers,Agriculture,3.0,20.0,118191820.0,345
200,Urban,Low,360907.295833333,Stable returns,Insurance,Branch,Minimalist,354454410,Senior Citizens,Sports and Fitness,,,,894
201,Tier 1 city,Medium,108786.254166667,Retirement planning,Current Account,Internet Banking,Luxury,23949900,Salaried Employees,Sports and Fitness,,,,482
202,Tier 2 city,High,180659.5125,Capital preservation,Car Loans,Relationship Manager,Semi-Luxury,302371081,Rural Customers,Fashion,23.0,18.0,91998142.0,665
203,Suburban,Low,83243.0775,Capital preservation,Current Account,Phone Banking,Semi-Luxury,197409448,Housewives,Healthcare,,,,896
204,Coastal,Medium,2126.96,Short-term gains,Personal Loans,Phone Banking,Budget,17776311,NRIs (Non-Resident Indians),Agriculture,21.0,22.0,97945079.0,768
205,Tier 2 city,Low,22168.65,Tax savings,Recurring Deposits,Branch,Budget,427616102,Students,Finance,,,,302
206,Semi-urban,High,186688.6,Long-term growth,Recurring Deposits,Mobile Banking,Middle-class,82677004,NRIs (Non-Resident Indians),Healthcare,13.0,16.0,174856317.0,431
207,Tier 3 city,Low,196379.416666667,Stable returns,Credit Card,Phone Banking,Semi-Luxury,271803263,NRIs (Non-Resident Indians),Telecommunications,24.0,14.0,86189100.0,800
208,Coastal,High,37751.775,Wealth accumulation,Savings Account,Phone Banking,Middle-class,418849834,Senior Citizens,,,,,594
209,Tier 1 city,Low,52332.1933333333,Short-term gains,Credit Card,Phone Banking,Middle-class,390324890,High Net Worth Individuals (HNIs),Manufacturing,21.0,0.0,196920496.0,539
210,Tier 1 city,Medium,251498.793333333,Short-term gains,Education Loans,Phone Banking,Frugal,385401589,Salaried Employees,,,,,402
211,Urban,Medium,130954.979166667,Retirement planning,Credit Card,Phone Banking,Minimalist,403953593,Housewives,Non-Profit,,,,880
212,Semi-urban,Medium,76546.6458333333,Wealth accumulation,Car Loans,Branch,Middle-class,78322199,Students,Beauty and Wellness,,,,487
213,Coastal,High,291770.016666667,Capital preservation,Personal Loans,Internet Banking,Budget,201257966,Young Professionals,Transportation,,,,569
214,Hill station,Medium,138032.830833333,Retirement planning,Education Loans,Phone Banking,Minimalist,280701261,Rural Customers,Food and Beverage,5.0,13.0,20572565.0,511
215,Metro,Low,52887.965,Wealth accumulation,Car Loans,Internet Banking,Semi-Luxury,425623048,NRIs (Non-Resident Indians),Other,23.0,23.0,54026837.0,651
216,Semi-urban,High,40631.2,Long-term growth,Personal Loans,Phone Banking,Minimalist,329356349,Students,,,,,324
217,Tier 2 city,High,166857.7525,Wealth accumulation,Recurring Deposits,ATM,Frugal,377434518,Self-Employed Professionals,Manufacturing,6.0,5.0,138965013.0,395
218,Coastal,Low,202917.85,Capital preservation,Car Loans,Mobile Banking,Frugal,466628536,Housewives,Other,,,,357
219,Semi-urban,Low,160456.746666667,Tax savings,Fixed Deposits,Branch,Budget,487172782,Rural Customers,Manufacturing,21.0,15.0,16201212.0,756
220,Urban,Low,29672.7116666667,Wealth accumulation,Credit Card,Branch,Semi-Luxury,246263880,Salaried Employees,Non-Profit,,,,516
221,Hill station,High,186825.41,Tax savings,Education Loans,Phone Banking,Minimalist,12820079,NRIs (Non-Resident Indians),Education,16.0,1.0,17877494.0,803
222,Tier 3 city,Low,17176.26,Wealth accumulation,Recurring Deposits,Mobile Banking,Budget,273718801,Self-Employed Professionals,Sports and Fitness,13.0,12.0,103196237.0,447
223,Tier 1 city,Low,262679.908333333,Stable returns,Current Account,Phone Banking,Luxury,357942395,Salaried Employees,,,,,734
224,Coastal,Low,207123.615,Long-term growth,Education Loans,Phone Banking,Budget,7643441,Housewives,E-commerce,,,,535
225,Hill station,High,113771.11,Retirement planning,Fixed Deposits,Branch,Middle-class,140096444,Housewives,Hospitality,,,,654
226,Tier 2 city,Low,43707.5333333333,Capital preservation,Credit Card,Relationship Manager,Luxury,142368372,NRIs (Non-Resident Indians),Education,12.0,24.0,89521464.0,785
227,Suburban,Low,62017.14,Retirement planning,Personal Loans,Branch,Semi-Luxury,477086801,Salaried Employees,Healthcare,,,,889
228,Urban,High,137607.221666667,Short-term gains,Insurance,Relationship Manager,Semi-Luxury,9690058,Young Professionals,Automotive,,,,480
229,Urban,Low,19147.1708333333,Capital preservation,Insurance,Mobile Banking,Middle-class,497800963,Rural Customers,IT Services,9.0,11.0,23514531.0,328
230,Tier 1 city,Medium,95746.6125,Retirement planning,Insurance,Mobile Banking,Semi-Luxury,3222111,Students,Art and Design,,,,741
231,Tier 2 city,High,81496.8266666667,Long-term growth,Recurring Deposits,Mobile Banking,Minimalist,161191062,Self-Employed Professionals,,18.0,13.0,80498715.0,362
232,Rural,Medium,15470.5758333333,Long-term growth,Credit Card,Branch,Semi-Luxury,225986758,Young Professionals,Non-Profit,,,,665
233,Rural,High,35215.86,Wealth accumulation,Education Loans,Relationship Manager,Luxury,179940579,Self-Employed Professionals,Healthcare,11.0,22.0,184774805.0,853
234,Tier 3 city,Medium,144977.151666667,Tax savings,Personal Loans,Phone Banking,Minimalist,470862795,Salaried Employees,Sports and Fitness,,,,712
235,Semi-urban,High,58176.195,Tax savings,Current Account,Mobile Banking,Semi-Luxury,60952845,Rural Customers,Retail,8.0,12.0,22020527.0,764
236,Hill station,Low,16087.3116666667,Retirement planning,Current Account,ATM,Budget,487065120,Housewives,Media and Entertainment,,,,686
237,Tier 2 city,Low,65119.6208333333,Wealth accumulation,Education Loans,Relationship Manager,Middle-class,122300681,Housewives,IT Services,,,,744
238,Tier 3 city,Medium,315901.785,Long-term growth,Education Loans,Phone Banking,Luxury,203441855,Self-Employed Professionals,Retail,20.0,4.0,85604851.0,793
239,Tier 1 city,Low,131445.195,Long-term growth,Savings Account,Phone Banking,Frugal,101849072,Self-Employed Professionals,Sports and Fitness,17.0,1.0,55502162.0,705
240,Tier 1 city,Low,4366.08833333333,Tax savings,Personal Loans,Branch,Semi-Luxury,344520156,Self-Employed Professionals,Transportation,6.0,5.0,151814522.0,343
241,Metro,High,125541.231666667,Tax savings,Personal Loans,Phone Banking,Middle-class,2507276,Rural Customers,Government,18.0,15.0,96473565.0,431
242,Semi-urban,High,135487.473333333,Short-term gains,Fixed Deposits,Branch,Middle-class,338831907,Young Professionals,Education,,,,626
243,Tier 1 city,Medium,61495.47,Short-term gains,Education Loans,Phone Banking,Middle-class,382049046,Self-Employed Professionals,Fashion,22.0,21.0,110213365.0,440
244,Tier 2 city,High,83285.17,Long-term growth,Car Loans,ATM,Frugal,291818624,NRIs (Non-Resident Indians),Beauty and Wellness,1.0,22.0,157604901.0,501
245,Coastal,Low,96572.4,Long-term growth,Home Loans,Phone Banking,Luxury,114832160,Housewives,Telecommunications,,,,694
246,Hill station,Medium,100755.783333333,Tax savings,Credit Card,Internet Banking,Semi-Luxury,211449192,Housewives,Healthcare,,,,878
247,Tier 2 city,Low,114042.753333333,Wealth accumulation,Home Loans,Phone Banking,Luxury,48353719,Rural Customers,Healthcare,1.0,13.0,13889543.0,319
248,Coastal,High,51128.525,Stable returns,Credit Card,Branch,Semi-Luxury,418323669,Students,Non-Profit,,,,539
249,Semi-urban,High,17858.0566666667,Tax savings,Personal Loans,Branch,Luxury,201497632,Rural Customers,Other,25.0,7.0,93000534.0,758
250,Tier 3 city,High,147240.266666667,Capital preservation,Fixed Deposits,Branch,Budget,271847009,NRIs (Non-Resident Indians),Education,9.0,11.0,193561612.0,791
251,Urban,Medium,151640.586666667,Capital preservation,Fixed Deposits,Relationship Manager,Frugal,23852579,Senior Citizens,Energy,,,,307
252,Tier 3 city,High,15554.6083333333,Capital preservation,Insurance,ATM,Budget,395924871,Students,IT Services,,,,488
253,Suburban,High,151478.4075,Stable returns,Credit Card,Branch,Budget,262122857,NRIs (Non-Resident Indians),Food and Beverage,25.0,11.0,133271617.0,435
254,Tier 3 city,Medium,73816.21,Tax savings,Car Loans,Internet Banking,Minimalist,105244798,Salaried Employees,Food and Beverage,,,,401
255,Coastal,High,73176.5883333333,Retirement planning,Personal Loans,Branch,Frugal,421343711,NRIs (Non-Resident Indians),Finance,3.0,0.0,119890473.0,742
256,Tier 1 city,High,30756.1466666667,Capital preservation,Fixed Deposits,ATM,Semi-Luxury,210201972,Small Business Owners,Transportation,8.0,18.0,107168611.0,719
257,Semi-urban,High,251092.266666667,Stable returns,Current Account,Branch,Frugal,299113714,Rural Customers,Fashion,12.0,25.0,111816279.0,465
258,Tier 2 city,Low,117148.541666667,Short-term gains,Savings Account,ATM,Middle-class,475274782,Students,Fashion,,,,303
259,Semi-urban,Medium,68311.9733333333,Tax savings,Insurance,Internet Banking,Middle-class,266915443,Senior Citizens,IT Services,,,,549
260,Tier 1 city,High,152726.460833333,Stable returns,Personal Loans,Relationship Manager,Middle-class,106604087,Salaried Employees,Energy,,,,373
261,Urban,Medium,217075.791666667,Short-term gains,Insurance,Internet Banking,Semi-Luxury,120124633,Salaried Employees,Other,,,,802
262,Tier 1 city,Low,150148.104166667,Retirement planning,Savings Account,Branch,Semi-Luxury,373386445,Housewives,Agriculture,,,,774
263,Hill station,Medium,13751.5875,Long-term growth,Education Loans,Branch,Luxury,118347336,NRIs (Non-Resident Indians),Art and Design,19.0,10.0,90759629.0,550
264,Hill station,Medium,28975.8791666667,Wealth accumulation,Credit Card,ATM,Semi-Luxury,30558768,High Net Worth Individuals (HNIs),Non-Profit,18.0,10.0,188942895.0,378
265,Coastal,Medium,22261.9833333333,Long-term growth,Current Account,ATM,Middle-class,383918030,NRIs (Non-Resident Indians),Consulting,15.0,14.0,150739696.0,788
266,Rural,Medium,139539.226666667,Wealth accumulation,Car Loans,Branch,Budget,22093465,Young Professionals,Transportation,,,,734
267,Coastal,Medium,3670.92,Short-term gains,Savings Account,Internet Banking,Budget,312196522,Self-Employed Professionals,Finance,12.0,19.0,80039894.0,686
268,Tier 3 city,Medium,176347.36,Long-term growth,Personal Loans,Mobile Banking,Budget,183837730,Small Business Owners,Non-Profit,3.0,24.0,116040739.0,635
269,Tier 3 city,Low,185293.875,Capital preservation,Savings Account,Phone Banking,Minimalist,277586666,Students,Fashion,,,,685
270,Metro,Medium,114152.704166667,Capital preservation,Fixed Deposits,Phone Banking,Luxury,329419592,Housewives,Beauty and Wellness,,,,794
271,Suburban,Medium,127900.76,Tax savings,Fixed Deposits,Internet Banking,Frugal,281402297,Housewives,Construction,,,,728
272,Metro,High,34582.4541666667,Short-term gains,Credit Card,Phone Banking,Luxury,26863159,High Net Worth Individuals (HNIs),Real Estate,6.0,9.0,98298954.0,621
273,Semi-urban,Medium,79105.7,Tax savings,Home Loans,Branch,Minimalist,149841822,Salaried Employees,Other,,,,665
274,Metro,High,31998.09,Capital preservation,Personal Loans,Phone Banking,Semi-Luxury,377370970,Salaried Employees,Other,,,,383
275,Coastal,Medium,123257.28,Capital preservation,Education Loans,Internet Banking,Middle-class,210291535,Young Professionals,Automotive,,,,355
276,Suburban,High,22495.2933333333,Wealth accumulation,Car Loans,Relationship Manager,Frugal,154901520,Self-Employed Professionals,Healthcare,5.0,13.0,152131707.0,509
277,Urban,High,139070.695833333,Retirement planning,Personal Loans,ATM,Luxury,266306368,NRIs (Non-Resident Indians),E-commerce,18.0,3.0,27575863.0,480
278,Rural,Medium,46614.96,Tax savings,Home Loans,Relationship Manager,Frugal,101631036,NRIs (Non-Resident Indians),Consulting,4.0,16.0,162667484.0,506
279,Coastal,Medium,391364.065,Tax savings,Current Account,Relationship Manager,Semi-Luxury,159181647,Young Professionals,Hospitality,,,,460
280,Urban,Medium,52835.7375,Long-term growth,Current Account,Phone Banking,Middle-class,135564867,Self-Employed Professionals,E-commerce,5.0,22.0,61158813.0,710
281,Tier 1 city,High,166707.78,Stable returns,Education Loans,ATM,Luxury,188708493,Housewives,E-commerce,,,,661
282,Urban,Medium,353326.843333333,Stable returns,Savings Account,Relationship Manager,Luxury,12062703,Senior Citizens,Healthcare,,,,671
283,Metro,Medium,95020.4233333333,Long-term growth,Insurance,Relationship Manager,Budget,241055617,Students,Automotive,,,,447
284,Urban,High,1065.82666666667,Stable returns,Savings Account,Mobile Banking,Minimalist,308520229,Small Business Owners,Transportation,14.0,14.0,21371272.0,490
285,Suburban,Medium,100626.525,Short-term gains,Fixed Deposits,Mobile Banking,Minimalist,123048677,Salaried Employees,Art and Design,,,,550
286,Metro,High,69593.7816666667,Long-term growth,Current Account,Internet Banking,Frugal,493635993,Salaried Employees,Telecommunications,,,,537
287,Urban,High,311700.666666667,Long-term growth,Education Loans,Relationship Manager,Luxury,484986987,Housewives,Healthcare,,,,684
288,Tier 1 city,High,44925.0,Tax savings,Fixed Deposits,ATM,Minimalist,90244625,Salaried Employees,Art and Design,,,,528
289,Suburban,Medium,200507.761666667,Short-term gains,Car Loans,Internet Banking,Luxury,162775021,NRIs (Non-Resident Indians),Art and Design,14.0,12.0,2540041.0,710
290,Tier 1 city,High,14910.1666666667,Stable returns,Car Loans,ATM,Budget,209755245,Housewives,Food and Beverage,,,,694
291,Urban,High,95862.3866666667,Stable returns,Fixed Deposits,ATM,Frugal,50108334,High Net Worth Individuals (HNIs),Fashion,2.0,10.0,46620484.0,643
292,Tier 3 city,High,124159.0025,Tax savings,Recurring Deposits,Phone Banking,Luxury,363678174,Housewives,Telecommunications,,,,342
293,Tier 2 city,Medium,114845.425,Capital preservation,Home Loans,Phone Banking,Semi-Luxury,246056126,Senior Citizens,,,,,337
294,Tier 1 city,High,39467.5691666667,Capital preservation,Home Loans,Relationship Manager,Semi-Luxury,489979387,High Net Worth Individuals (HNIs),Education,14.0,13.0,135669555.0,553
295,Tier 3 city,Low,291573.205,Short-term gains,Car Loans,Internet Banking,Semi-Luxury,416670800,Small Business Owners,Agriculture,9.0,23.0,15467461.0,582
296,Suburban,High,19803.7725,Capital preservation,Fixed Deposits,ATM,Minimalist,141800851,Students,Education,,,,675
297,Suburban,Low,87179.505,Stable returns,Savings Account,Internet Banking,Semi-Luxury,212566154,Young Professionals,Transportation,,,,742
298,Coastal,Medium,64302.735,Wealth accumulation,Savings Account,Branch,Frugal,12713887,Senior Citizens,Healthcare,,,,561
299,Semi-urban,Medium,56441.7116666667,Long-term growth,Personal Loans,Relationship Manager,Semi-Luxury,478626350,Small Business Owners,Consulting,24.0,13.0,158903596.0,375
300,Tier 2 city,Medium,25765.68,Stable returns,Credit Card,Branch,Semi-Luxury,199541257,High Net Worth Individuals (HNIs),Fashion,9.0,15.0,104206063.0,643
301,Urban,Medium,36510.285,Capital preservation,Home Loans,ATM,Semi-Luxury,271127816,Rural Customers,Energy,2.0,8.0,95203742.0,890
302,Metro,High,258882.6075,Capital preservation,Savings Account,Mobile Banking,Minimalist,369103469,NRIs (Non-Resident Indians),Real Estate,24.0,0.0,109326276.0,690
303,Rural,Low,131141.610833333,Tax savings,Home Loans,ATM,Minimalist,360822914,Rural Customers,Other,5.0,22.0,134515226.0,784
304,Metro,Medium,73280.99,Long-term growth,Savings Account,Relationship Manager,Budget,398677564,NRIs (Non-Resident Indians),Beauty and Wellness,10.0,14.0,48466969.0,747
305,Coastal,Low,73777.1666666667,Stable returns,Insurance,Mobile Banking,Semi-Luxury,371308390,Senior Citizens,Beauty and Wellness,,,,373
306,Metro,Medium,45270.015,Short-term gains,Education Loans,Mobile Banking,Minimalist,41252831,Housewives,,,,,898
307,Coastal,High,6085.55416666667,Stable returns,Savings Account,Mobile Banking,Budget,198512988,Young Professionals,Hospitality,,,,460
